,d_max,d_min,d_mean,LCC,wedge_count,claw_count,triangle_count,power_law_exp,gini,assortativity,clustering_coefficient,n_component
0,0.0,0.0,0.0,0.29090909090909084,0.005479452054794599,0.007843137254901933,0.5,0.0026853222871698057,5.537795454133323e-05,0.02496518495476747,0.4999249249249249,0.0005291005291005291
1,0.0363636363636364,0.0,0.0,0.19012345679012352,0.04842105263157902,0.13478735005452566,0.4222222222222222,0.0134733515040645,0.0017077994805112795,0.023142537507257872,0.3916229819117184,0.0018826135105205377
2,0.013333333333333286,0.0,0.0,0.04262295081967219,0.05728202630297122,0.15308641975308643,0.3589041095890411,0.014541326198142104,0.003541248031743898,0.024758244584932865,0.3198289090836603,0.0022222222222221958
3,0.04210526315789478,0.0,0.0,0.025766871165644103,0.05406654343807763,0.13416666666666663,0.36235294117647054,0.01372206778593095,0.006456558420915406,0.027550399587234146,0.32582567069420315,0.0024188415022278515
4,0.010526315789473648,0.0,0.0001101624896722294,0.03609756097560978,0.046137071651090315,0.1114062306069257,0.3313653136531366,0.011427360379932791,0.007250104063866741,0.029195607121340037,0.2988769432794511,0.003511141120864312
5,0.016666666666666607,0.0,0.00017448200654301632,0.028275862068965478,0.05006220010662872,0.12037590022835058,0.34409937888198755,0.010790361668311247,0.011117418519082232,0.026490180374681423,0.30952764466523586,0.005788271134805719
6,0.02068965517241384,0.0,0.0004303388918772081,0.01542483660130713,0.049680365296803655,0.12766118836915294,0.3689208633093525,0.008336917000545806,0.01333529663446271,0.01734959939455688,0.3358965964297845,0.004778761061946983
7,0.07878787878787884,0.0,0.00041648073776598984,0.01279826464208238,0.05287405262709696,0.13688490432157868,0.36360153256704986,0.007881797938599644,0.017488117601839177,0.0006458487426616362,0.3280735896944687,0.0051440329218107
8,0.06857142857142853,0.0,0.0005695792880255879,0.008703703703703788,0.05032388663967607,0.12849723627740767,0.3649842271293375,0.006659125870825898,0.01993363146634489,0.010738481805095122,0.33133717097195103,0.00539215686274507
9,0.08000000000000007,0.0,0.0005100266604844513,0.010423452768729604,0.05227832865249032,0.1395349152726335,0.35848246241947024,0.006215111863421152,0.024087400706173216,0.02193330757640201,0.3230865664079193,0.006917293233082741
10,0.06999999999999992,0.0,0.00048261489525056067,0.00927357032457496,0.05039190763690287,0.1357111360912201,0.35852156057494866,0.005853769554557906,0.025641815283691107,0.02885438448196761,0.3244843331559183,0.0073089700996677364
11,0.05999999999999996,0.0,0.0004884501882570234,0.008759124087591242,0.05264881800056957,0.1410237819828097,0.360559796437659,0.005869522042114463,0.030518579863910687,0.030064546956848622,0.32503485316197156,0.0083650190114068
12,0.05777777777777781,0.0,0.0006527947776418351,0.0053404539385847796,0.05439957541794796,0.15235362839952024,0.3626615605552896,0.005074019028403344,0.03392189856418067,0.0031306878431576852,0.32602509004103114,0.008478802992518646
13,0.14074074074074078,0.0,0.0005883434454865196,0.004530011325028313,0.06326732673267324,0.18644782232373455,0.37188995215311005,0.0043698983616446505,0.04289839959554002,0.06215402611634626,0.3294694485190519,0.025563909774436133
14,0.26376811594202904,0.0,0.0006579308076101229,0.004235044997353097,0.0708494439948446,0.213300363894631,0.36860407352210633,0.008209032758282542,0.04916991888546474,0.003741625032694431,0.320455369864388,0.34
mean,0.06395538748688491,0.0,0.0003387469459076363,0.04621895034120407,0.05054413674560977,0.13487204543314302,0.37314466627941206,0.008340598949463122,0.019141571004817875,0.0223143108053296,0.3392980061870452,0.028553409065157066
median,0.05777777777777781,0.0,0.0004303388918772081,0.01279826464208238,0.05227832865249032,0.1357111360912201,0.3626615605552896,0.007881797938599644,0.017488117601839177,0.024758244584932865,0.32582567069420315,0.00539215686274507
